timestamp,cpu_usage,ram_usage,temp_celsius,network_latency,failure
2026-01-01 22:50:00,93.47,56.1,57.51,155.76,0
2026-01-01 22:55:00,69.72,34.77,83.96,183.69,0
2026-01-01 23:00:00,46.74,70.22,90.54,5.0,0
2026-01-01 23:05:00,39.75,59.52,50.18,142.56,0
2026-01-01 23:10:00,85.82,60.08,20.0,153.19,0
2026-01-01 23:15:00,67.25,100.0,78.71,105.3,0
2026-01-01 23:20:00,71.6,40.53,56.53,84.45,0
2026-01-01 23:25:00,27.11,74.89,48.14,87.51,0
2026-01-01 23:30:00,80.55,50.09,52.58,101.93,0
2026-01-01 23:35:00,71.09,84.35,55.36,103.38,0
2026-01-01 23:40:00,39.79,73.37,82.76,93.01,0
2026-01-01 23:45:00,52.57,74.83,64.56,101.05,0
2026-01-01 23:50:00,67.27,50.99,82.54,185.49,0
2026-01-01 23:55:00,63.05,54.22,69.91,53.21,0
2026-01-02 00:00:00,56.16,84.69,57.05,23.8,0
2026-01-02 00:05:00,59.93,99.87,55.75,186.37,0
2026-01-02 00:10:00,56.96,76.65,70.99,109.44,0
2026-01-02 00:15:00,65.05,51.85,75.13,98.65,0
2026-01-02 00:20:00,91.43,74.1,77.95,113.88,0
2026-01-02 00:25:00,10.67,100.0,57.82,131.51,0
2026-01-02 00:30:00,57.26,69.84,64.8,91.18,0
2026-01-02 00:35:00,65.53,94.31,71.34,147.83,0
2026-01-02 00:40:00,67.92,54.67,55.86,67.08,0
2026-01-02 00:45:00,54.56,67.24,43.84,103.4,0
2026-01-02 00:50:00,26.87,79.15,49.1,5.0,0
2026-01-02 00:55:00,68.56,75.15,58.14,184.47,0
2026-01-02 01:00:00,96.55,54.21,72.6,110.32,0
2026-01-02 01:05:00,31.32,53.43,82.14,156.86,0
2026-01-02 01:10:00,79.28,85.79,40.3,146.21,0
2026-01-02 01:15:00,55.43,89.45,52.44,150.24,0
2026-01-02 01:20:00,60.77,95.22,56.27,119.57,0
2026-01-02 01:25:00,40.94,100.0,74.72,141.35,0
2026-01-02 01:30:00,55.31,70.42,53.55,67.13,0
2026-01-02 01:35:00,88.0,62.4,55.12,55.59,0
2026-01-02 01:40:00,73.65,92.32,39.41,114.44,0
2026-01-02 01:45:00,96.65,80.84,69.73,82.61,0
2026-01-02 01:50:00,85.55,50.32,59.42,198.4,0
2026-01-02 01:55:00,70.78,49.39,51.54,140.63,0
2026-01-02 02:00:00,96.88,76.85,57.85,80.59,0
2026-01-02 02:05:00,70.78,64.81,80.03,105.07,0
2026-01-02 02:10:00,78.56,67.52,45.92,127.32,0
2026-01-02 02:15:00,56.07,87.31,48.53,116.26,0
2026-01-02 02:20:00,63.33,81.66,82.04,134.95,0
2026-01-02 02:25:00,48.05,91.94,63.21,123.78,0
2026-01-02 02:30:00,81.79,33.23,72.72,43.51,0
2026-01-02 02:35:00,38.43,72.56,68.43,5.0,0
2026-01-02 02:40:00,77.65,80.5,61.43,99.45,0
2026-01-02 02:45:00,58.19,40.52,56.43,150.83,0
2026-01-02 02:50:00,85.42,56.21,75.3,100.07,0
2026-01-02 02:55:00,77.02,52.87,80.6,188.01,0
2026-01-02 03:00:00,98.41,68.39,79.35,117.42,0
2026-01-02 03:05:00,76.62,97.3,43.03,194.65,0
2026-01-02 03:10:00,30.56,100.0,82.88,183.35,0
2026-01-02 03:15:00,60.66,53.34,56.27,177.82,0
2026-01-02 03:20:00,38.56,77.48,49.92,53.81,0
2026-01-02 03:25:00,51.63,78.06,59.29,120.94,0
2026-01-02 03:30:00,92.22,74.98,75.3,187.25,0
2026-01-02 03:35:00,74.75,75.18,70.65,134.98,0
2026-01-02 03:40:00,48.02,73.47,57.91,150.49,0
2026-01-02 03:45:00,41.73,98.38,75.4,43.67,0
2026-01-02 03:50:00,62.66,87.84,64.24,225.53,0
2026-01-02 03:55:00,37.67,48.92,52.83,76.47,0
2026-01-02 04:00:00,48.58,82.32,50.67,10.31,0
2026-01-02 04:05:00,68.24,84.06,68.56,100.69,0
2026-01-02 04:10:00,85.11,73.67,60.68,5.0,0
2026-01-02 04:15:00,74.18,88.37,39.99,60.32,0
2026-01-02 04:20:00,16.17,71.39,75.55,260.72,0
2026-01-02 04:25:00,68.09,71.61,54.32,99.1,0
2026-01-02 04:30:00,63.44,70.18,87.47,41.47,0
2026-01-02 04:35:00,70.28,31.67,39.55,121.39,0
2026-01-02 04:40:00,94.32,66.55,59.11,70.62,0
2026-01-02 04:45:00,20.74,55.97,50.8,167.55,0
2026-01-02 04:50:00,50.18,46.64,46.39,71.08,0
2026-01-02 04:55:00,73.82,93.81,54.21,134.89,0
2026-01-02 05:00:00,30.37,77.08,90.33,56.91,0
2026-01-02 05:05:00,91.52,67.46,64.29,262.95,0
2026-01-02 05:10:00,69.37,57.83,49.33,147.7,0
2026-01-02 05:15:00,78.93,73.33,32.74,112.0,0
2026-01-02 05:20:00,50.58,85.85,34.46,103.89,0
2026-01-02 05:25:00,78.28,53.11,53.42,89.55,0
2026-01-02 05:30:00,83.37,67.91,51.86,78.15,0
2026-01-02 05:35:00,66.66,83.63,58.42,76.64,0
2026-01-02 05:40:00,66.69,33.15,25.65,212.31,0
2026-01-02 05:45:00,67.41,66.96,60.53,89.61,0
2026-01-02 05:50:00,44.73,60.27,78.44,5.0,0
2026-01-02 05:55:00,59.05,65.59,87.97,55.87,0
2026-01-02 06:00:00,58.95,58.97,31.69,171.02,0
2026-01-02 06:05:00,69.67,70.48,49.18,106.12,0
2026-01-02 06:10:00,82.0,100.0,48.33,112.63,0
2026-01-02 06:15:00,40.83,62.17,64.33,184.34,0
2026-01-02 06:20:00,59.5,73.25,42.48,77.26,0
2026-01-02 06:25:00,91.63,100.0,88.92,154.78,1
2026-01-02 06:30:00,47.13,58.1,62.7,83.27,0
2026-01-02 06:35:00,45.55,100.0,60.03,151.67,0
2026-01-02 06:40:00,66.05,68.1,87.48,98.49,0
2026-01-02 06:45:00,78.89,100.0,61.74,106.71,0
2026-01-02 06:50:00,62.23,81.5,68.4,165.11,0
2026-01-02 06:55:00,88.58,73.53,49.99,161.14,0
2026-01-02 07:00:00,79.14,66.82,40.07,110.9,0
2026-01-02 07:05:00,78.84,56.77,52.23,94.06,0
2026-01-02 07:10:00,73.08,69.36,96.99,207.95,0
2026-01-02 07:15:00,100.0,84.15,72.13,152.41,0
2026-01-02 07:20:00,57.9,67.76,66.39,98.49,0
2026-01-02 07:25:00,21.93,62.3,46.38,84.08,0
2026-01-02 07:30:00,94.09,63.49,76.58,176.37,0
2026-01-02 07:35:00,52.85,85.86,40.28,126.35,0
2026-01-02 07:40:00,64.16,90.05,36.93,111.0,0
2026-01-02 07:45:00,88.19,55.99,53.06,126.32,0
2026-01-02 07:50:00,29.95,55.97,93.27,138.58,0
2026-01-02 07:55:00,36.97,74.83,92.37,116.88,0
2026-01-02 08:00:00,29.97,95.5,54.78,186.2,0
2026-01-02 08:05:00,46.12,88.63,51.21,189.26,0
2026-01-02 08:10:00,70.79,45.47,35.75,149.25,0
2026-01-02 08:15:00,72.48,63.25,63.25,195.61,0
2026-01-02 08:20:00,67.53,51.25,64.59,120.47,0
2026-01-02 08:25:00,33.74,63.18,74.63,157.97,0
2026-01-02 08:30:00,15.8,96.88,76.57,175.25,0
2026-01-02 08:35:00,63.09,42.39,58.84,176.05,0
2026-01-02 08:40:00,52.56,38.86,70.9,170.38,0
2026-01-02 08:45:00,71.19,53.09,50.79,154.72,0
2026-01-02 08:50:00,76.04,73.17,70.59,227.64,0
2026-01-02 08:55:00,64.76,79.17,53.88,90.32,0
2026-01-02 09:00:00,77.2,75.87,69.35,111.46,0
2026-01-02 09:05:00,66.58,89.16,68.06,108.2,0
2026-01-02 09:10:00,72.6,36.26,63.1,99.76,0
2026-01-02 09:15:00,47.91,89.39,74.71,10.62,0
2026-01-02 09:20:00,58.41,62.38,36.87,195.62,0
2026-01-02 09:25:00,65.94,81.17,44.96,63.57,0
2026-01-02 09:30:00,78.41,44.18,57.68,129.34,0
2026-01-02 09:35:00,54.13,68.09,38.91,41.8,0
2026-01-02 09:40:00,72.42,72.25,55.49,154.14,0
2026-01-02 09:45:00,56.68,88.8,56.01,76.8,0
2026-01-02 09:50:00,59.65,39.47,82.95,57.52,0
2026-01-02 09:55:00,78.59,68.55,64.28,130.69,0
2026-01-02 10:00:00,22.14,48.47,78.47,81.46,0
2026-01-02 10:05:00,36.07,77.1,66.83,88.42,0
2026-01-02 10:10:00,32.36,81.99,53.43,129.45,0
2026-01-02 10:15:00,15.33,91.17,64.14,164.0,0
2026-01-02 10:20:00,48.43,58.37,73.67,74.99,0
2026-01-02 10:25:00,76.99,84.69,81.09,65.48,0
2026-01-02 10:30:00,56.3,92.5,59.88,121.29,0
2026-01-02 10:35:00,65.96,38.42,35.64,149.66,0
2026-01-02 10:40:00,83.78,79.02,34.52,200.45,0
2026-01-02 10:45:00,88.55,85.25,56.78,61.08,0
2026-01-02 10:50:00,60.62,63.34,24.59,102.51,0
2026-01-02 10:55:00,89.07,46.21,90.72,184.67,1
2026-01-02 11:00:00,63.84,84.97,71.55,228.52,0
2026-01-02 11:05:00,45.25,46.41,51.83,65.38,0
2026-01-02 11:10:00,50.11,64.79,44.25,79.37,0
2026-01-02 11:15:00,32.39,67.28,78.45,140.96,0
2026-01-02 11:20:00,44.24,80.88,44.18,88.22,0
2026-01-02 11:25:00,54.84,56.72,45.71,78.24,0
2026-01-02 11:30:00,78.07,55.68,49.74,133.45,0
2026-01-02 11:35:00,96.42,69.78,63.83,205.22,0
2026-01-02 11:40:00,34.36,86.12,71.93,47.98,0
2026-01-02 11:45:00,69.86,100.0,81.08,202.41,1
2026-01-02 11:50:00,41.19,40.87,78.72,88.39,0
2026-01-02 11:55:00,71.49,73.68,62.01,139.02,0
2026-01-02 12:00:00,59.38,48.44,78.33,207.5,0
2026-01-02 12:05:00,25.38,86.34,51.26,137.89,0
2026-01-02 12:10:00,80.57,51.11,32.87,103.64,0
2026-01-02 12:15:00,49.9,55.86,51.26,159.5,0
2026-01-02 12:20:00,51.32,57.39,49.1,110.48,0
2026-01-02 12:25:00,40.6,66.63,51.89,148.67,0
2026-01-02 12:30:00,48.91,73.82,46.65,108.74,0
2026-01-02 12:35:00,70.56,76.71,54.62,167.36,0
2026-01-02 12:40:00,58.22,67.9,71.92,43.32,0
2026-01-02 12:45:00,68.57,44.06,89.44,64.26,0
2026-01-02 12:50:00,69.24,81.1,34.39,42.51,0
2026-01-02 12:55:00,88.41,67.05,41.4,116.9,0
2026-01-02 13:00:00,55.14,88.91,49.34,35.88,0
2026-01-02 13:05:00,32.46,55.26,74.25,81.95,0
2026-01-02 13:10:00,83.34,39.16,58.72,59.09,0
2026-01-02 13:15:00,55.37,67.39,50.41,201.38,0
2026-01-02 13:20:00,84.29,91.33,73.47,65.51,0
