timestamp,cpu_usage,ram_usage,temp_celsius,network_latency,disk_io,swap_usage,net_throughput,thread_count,failure
2026-01-01 11:25:00,78.76,76.3,60.96,111.32,54.79,16.81,171.18,203.58,0
2026-01-01 11:30:00,100.0,57.54,63.91,78.65,53.72,0.14,0.0,466.97,0
2026-01-01 11:35:00,100.0,76.44,65.97,65.87,26.87,0.0,387.3,334.26,0
2026-01-01 11:40:00,70.29,64.72,77.0,59.4,45.37,28.48,0.0,368.8,0
2026-01-01 11:45:00,42.21,16.35,75.31,120.64,19.49,13.01,399.02,428.33,0
2026-01-01 11:50:00,19.36,59.28,65.12,166.63,29.14,14.28,563.44,341.98,0
2026-01-01 11:55:00,67.35,87.42,54.93,191.86,14.14,20.18,19.1,252.83,0
2026-01-01 12:00:00,45.74,37.73,63.72,93.29,19.83,26.65,460.3,228.2,0
2026-01-01 12:05:00,53.69,70.03,52.46,117.87,30.18,9.98,254.58,426.35,0
2026-01-01 12:10:00,49.76,96.53,58.86,114.27,25.18,10.24,0.0,64.74,0
2026-01-01 12:15:00,59.18,54.31,103.89,85.06,19.82,10.3,33.13,601.72,0
2026-01-01 12:20:00,83.32,68.04,64.92,160.47,9.01,27.98,282.08,369.77,0
2026-01-01 12:25:00,65.14,44.53,69.2,139.96,74.22,14.18,322.21,299.39,0
2026-01-01 12:30:00,58.83,97.29,50.71,127.8,24.99,11.51,0.0,389.91,0
2026-01-01 12:35:00,41.29,66.5,78.32,139.71,41.6,19.69,255.71,260.86,0
2026-01-01 12:40:00,28.51,68.84,74.16,153.85,0.0,36.98,398.24,323.29,0
2026-01-01 12:45:00,52.27,92.38,74.28,153.3,62.15,15.89,429.74,180.24,0
2026-01-01 12:50:00,60.92,79.91,65.44,73.88,38.34,11.77,175.69,406.26,0
2026-01-01 12:55:00,97.36,52.24,78.55,169.3,26.12,38.32,328.92,338.23,0
2026-01-01 13:00:00,64.61,56.35,82.35,134.05,26.3,30.96,443.04,378.12,0
2026-01-01 13:05:00,81.65,76.91,66.53,96.1,52.39,29.22,403.44,572.47,0
2026-01-01 13:10:00,52.01,56.77,60.17,132.88,0.0,8.99,410.46,229.37,0
2026-01-01 13:15:00,38.3,29.89,76.31,138.95,18.52,7.8,270.43,330.67,0
2026-01-01 13:20:00,42.7,67.04,47.53,179.5,32.62,0.0,232.99,102.29,0
2026-01-01 13:25:00,47.5,41.36,50.51,62.46,32.39,26.58,298.98,432.5,0
2026-01-01 13:30:00,100.0,97.09,61.15,192.87,85.11,15.92,112.52,347.38,0
2026-01-01 13:35:00,45.57,71.18,34.14,121.27,28.25,0.0,450.18,352.6,0
2026-01-01 13:40:00,78.77,51.71,75.24,92.16,54.8,29.42,0.0,326.4,0
2026-01-01 13:45:00,43.94,55.42,46.59,90.48,71.23,10.95,159.22,263.27,0
2026-01-01 13:50:00,80.63,33.99,54.46,64.92,48.41,12.43,243.48,724.4,0
2026-01-01 13:55:00,69.7,48.21,58.59,24.25,21.52,0.0,334.54,355.73,0
2026-01-01 14:00:00,58.87,86.29,62.63,157.26,9.31,20.91,368.36,394.48,0
2026-01-01 14:05:00,61.18,100.0,56.5,228.95,49.91,21.02,518.02,179.09,1
2026-01-01 14:10:00,48.9,81.08,60.92,31.03,67.9,14.42,264.0,482.77,0
2026-01-01 14:15:00,70.92,66.34,61.05,67.73,45.92,9.98,120.76,331.48,0
2026-01-01 14:20:00,52.9,60.22,54.85,161.34,59.67,46.52,223.89,416.87,0
2026-01-01 14:25:00,37.49,50.78,49.63,117.49,86.84,0.56,192.51,485.35,0
2026-01-01 14:30:00,36.44,100.0,79.3,165.89,51.75,6.34,343.59,334.41,0
2026-01-01 14:35:00,65.45,64.6,28.33,114.41,12.99,23.5,57.94,248.45,0
2026-01-01 14:40:00,93.58,100.0,58.71,88.07,36.02,2.83,218.42,50.0,0
2026-01-01 14:45:00,65.2,93.08,54.5,107.58,62.4,1.94,542.08,291.92,0
2026-01-01 14:50:00,59.63,36.67,68.7,5.0,30.02,28.58,282.37,247.64,0
2026-01-01 14:55:00,67.72,56.01,38.73,57.11,65.11,22.26,60.47,178.54,0
2026-01-01 15:00:00,88.12,55.96,54.0,172.16,33.66,20.81,188.84,567.96,0
2026-01-01 15:05:00,66.39,66.56,60.36,185.55,41.69,17.18,0.0,497.41,0
2026-01-01 15:10:00,53.78,66.91,79.12,197.34,27.99,6.69,239.41,75.52,0
2026-01-01 15:15:00,84.13,100.0,67.31,144.25,38.19,11.97,546.58,373.06,0
2026-01-01 15:20:00,70.58,48.61,43.06,5.0,39.25,14.05,36.41,227.41,0
2026-01-01 15:25:00,92.72,72.12,54.2,85.07,2.83,25.15,0.0,405.02,0
2026-01-01 15:30:00,65.66,79.1,76.18,192.86,26.17,20.11,132.41,230.05,0
2026-01-01 15:35:00,37.51,67.97,42.79,209.27,10.34,3.87,415.84,269.15,0
2026-01-01 15:40:00,34.64,69.98,60.74,194.95,26.86,24.47,556.83,494.46,0
2026-01-01 15:45:00,95.02,49.19,61.85,107.01,19.1,0.0,330.68,472.9,0
2026-01-01 15:50:00,96.47,69.92,55.83,48.14,55.24,11.15,18.54,576.42,0
2026-01-01 15:55:00,58.41,77.21,105.0,117.77,55.47,1.3,246.0,317.44,0
2026-01-01 16:00:00,54.34,73.9,55.4,120.81,46.21,4.71,572.1,131.65,0
2026-01-01 16:05:00,91.23,78.26,69.2,206.11,9.65,38.12,194.04,488.19,0
2026-01-01 16:10:00,39.86,93.43,49.74,132.53,33.04,0.0,275.29,489.06,0
2026-01-01 16:15:00,44.11,84.87,70.44,120.92,8.06,5.17,293.3,444.24,0
2026-01-01 16:20:00,74.87,69.28,75.93,124.04,32.05,21.12,0.0,238.44,0
2026-01-01 16:25:00,54.11,46.91,52.59,141.99,47.95,9.36,429.63,189.38,0
2026-01-01 16:30:00,61.9,57.2,61.12,154.45,54.84,16.87,403.68,430.39,0
2026-01-01 16:35:00,58.73,64.05,47.68,80.15,44.46,32.15,0.0,217.08,0
2026-01-01 16:40:00,68.75,72.54,43.69,61.83,60.17,22.86,10.48,303.8,0
2026-01-01 16:45:00,90.15,59.39,78.59,195.38,40.2,9.38,75.45,785.98,0
2026-01-01 16:50:00,63.81,51.16,53.14,29.74,30.33,13.4,384.7,669.34,0
2026-01-01 16:55:00,74.88,46.61,23.38,210.08,52.47,21.37,114.8,468.9,0
2026-01-01 17:00:00,21.0,38.28,90.25,14.91,53.13,22.62,322.24,250.66,0
2026-01-01 17:05:00,61.03,63.77,49.17,87.85,24.52,15.25,217.28,241.65,0
2026-01-01 17:10:00,45.14,41.55,58.06,173.45,42.58,19.33,262.81,457.37,0
2026-01-01 17:15:00,37.62,49.99,88.25,120.02,29.11,19.34,339.27,574.55,0
2026-01-01 17:20:00,44.44,60.91,59.73,47.59,0.0,13.89,299.02,273.25,0
2026-01-01 17:25:00,55.32,43.95,59.39,143.45,43.8,7.74,246.59,281.48,0
2026-01-01 17:30:00,80.32,74.84,42.35,123.69,9.11,23.91,308.87,363.16,0
2026-01-01 17:35:00,35.47,81.32,35.84,108.12,41.56,18.5,289.05,141.66,0
2026-01-01 17:40:00,62.61,58.11,59.34,85.68,4.29,0.0,212.26,146.24,0
2026-01-01 17:45:00,52.32,60.13,67.8,118.1,20.61,5.09,172.38,173.6,0
2026-01-01 17:50:00,55.45,77.67,66.89,87.99,26.33,9.23,588.48,431.91,0
2026-01-01 17:55:00,82.06,55.15,54.3,253.9,59.03,12.59,170.31,390.8,0
2026-01-01 18:00:00,72.76,53.91,62.32,106.8,24.33,29.45,496.06,520.54,0
2026-01-01 18:05:00,88.75,89.54,32.6,99.44,13.5,53.43,126.68,89.42,0
2026-01-01 18:10:00,58.91,83.92,69.36,90.21,42.29,0.0,395.83,122.46,0
2026-01-01 18:15:00,48.08,78.83,64.58,217.73,30.66,18.65,571.08,418.36,0
2026-01-01 18:20:00,57.52,84.66,93.58,29.85,50.81,15.84,189.25,219.2,0
2026-01-01 18:25:00,66.85,32.41,62.12,139.77,14.76,12.83,129.87,230.09,0
2026-01-01 18:30:00,65.53,92.37,46.92,106.84,39.22,21.52,172.74,501.91,0
2026-01-01 18:35:00,40.31,75.06,61.19,41.71,84.39,16.8,246.51,267.06,0
2026-01-01 18:40:00,63.81,86.19,56.76,74.95,30.21,10.66,307.94,284.61,0
2026-01-01 18:45:00,66.56,74.97,68.96,137.43,38.73,15.35,242.8,312.49,0
2026-01-01 18:50:00,100.0,68.88,62.43,72.46,1.78,21.68,174.4,321.59,0
2026-01-01 18:55:00,99.54,63.04,41.84,134.28,17.94,20.54,601.82,452.74,0
2026-01-01 19:00:00,44.94,74.61,35.83,215.1,44.19,17.26,213.92,168.5,0
2026-01-01 19:05:00,56.25,62.39,66.21,129.38,28.4,8.0,138.38,321.78,0
2026-01-01 19:10:00,32.73,83.62,84.13,40.06,47.29,48.83,399.49,524.36,0
2026-01-01 19:15:00,50.19,39.44,63.27,73.43,43.5,19.31,402.36,669.91,0
2026-01-01 19:20:00,68.31,58.25,75.01,104.3,8.64,24.15,504.25,146.5,0
2026-01-01 19:25:00,86.12,100.0,78.2,100.63,55.31,8.91,597.02,399.65,0
2026-01-01 19:30:00,47.42,56.73,66.27,128.36,10.15,17.27,312.33,321.48,0
2026-01-01 19:35:00,48.92,63.7,48.97,137.18,19.7,17.18,198.11,335.18,0
2026-01-01 19:40:00,19.05,52.11,65.12,215.18,39.59,0.0,0.0,231.56,0
2026-01-01 19:45:00,58.75,74.05,81.31,119.8,66.34,6.4,81.19,463.37,0
2026-01-01 19:50:00,40.75,54.75,70.48,56.63,14.92,6.18,287.54,455.67,0
2026-01-01 19:55:00,51.41,64.66,73.97,183.46,37.95,7.79,37.43,728.43,0
2026-01-01 20:00:00,44.46,83.28,54.6,189.47,38.12,2.16,0.0,151.84,0
2026-01-01 20:05:00,60.11,55.42,58.76,132.78,48.15,15.53,261.85,87.81,0
2026-01-01 20:10:00,26.85,82.2,60.1,106.45,58.68,31.77,389.82,658.21,0
2026-01-01 20:15:00,32.66,82.8,61.18,154.24,26.92,16.57,205.63,342.22,0
2026-01-01 20:20:00,100.0,86.99,80.69,108.39,55.24,0.82,411.42,281.48,1
2026-01-01 20:25:00,36.25,70.53,24.45,6.94,61.61,2.63,360.98,378.24,0
2026-01-01 20:30:00,40.06,100.0,62.49,150.99,70.68,10.48,456.86,140.77,0
2026-01-01 20:35:00,98.74,86.98,60.73,169.07,45.04,0.0,641.22,406.38,0
2026-01-01 20:40:00,100.0,73.85,40.06,199.26,38.15,18.65,720.52,337.96,0
2026-01-01 20:45:00,38.57,52.23,72.75,79.81,25.51,31.24,381.7,511.07,0
2026-01-01 20:50:00,54.64,66.25,50.41,132.44,5.82,8.09,167.23,478.55,0
2026-01-01 20:55:00,68.83,93.67,56.29,133.63,29.44,15.91,261.13,491.05,0
2026-01-01 21:00:00,96.57,98.77,91.58,124.7,37.25,9.85,533.19,378.63,1
2026-01-01 21:05:00,42.26,94.61,78.16,126.32,32.81,7.44,89.22,590.65,0
2026-01-01 21:10:00,57.09,82.13,71.19,122.04,46.95,17.27,510.58,436.44,0
2026-01-01 21:15:00,77.55,45.4,68.09,131.65,5.92,7.04,219.41,270.03,0
2026-01-01 21:20:00,70.7,76.77,59.37,160.74,31.36,5.3,290.88,228.62,0
2026-01-01 21:25:00,54.48,45.65,93.99,187.12,74.9,0.0,104.62,245.52,0
2026-01-01 21:30:00,59.32,41.23,74.83,78.4,54.91,15.78,11.73,438.32,0
2026-01-01 21:35:00,34.5,72.3,50.01,110.52,47.32,27.8,199.81,150.26,0
2026-01-01 21:40:00,57.24,77.42,39.6,96.76,42.81,23.49,484.54,373.27,0
2026-01-01 21:45:00,56.67,84.26,71.07,88.89,27.69,32.9,123.65,225.07,0
2026-01-01 21:50:00,66.64,76.95,61.11,31.12,0.0,6.91,540.25,162.03,0
2026-01-01 21:55:00,50.89,77.57,39.14,121.33,44.14,25.21,146.88,186.25,0
2026-01-01 22:00:00,71.43,50.28,68.86,146.36,0.0,1.77,57.72,346.43,0
2026-01-01 22:05:00,82.25,66.11,57.7,111.47,28.49,23.51,295.65,464.57,0
2026-01-01 22:10:00,65.11,40.87,70.49,119.51,34.93,34.73,372.23,248.61,0
2026-01-01 22:15:00,69.04,31.94,69.07,143.01,26.06,20.98,283.86,50.0,0
2026-01-01 22:20:00,63.06,81.33,52.27,197.61,78.43,34.94,277.17,823.15,0
2026-01-01 22:25:00,62.0,54.44,72.13,96.91,71.49,7.82,538.53,517.67,0
2026-01-01 22:30:00,47.57,83.7,54.03,55.56,55.66,13.39,267.08,489.84,0
2026-01-01 22:35:00,68.33,87.95,55.07,115.03,16.49,4.01,165.33,594.18,0
2026-01-01 22:40:00,60.05,56.85,53.48,223.6,73.43,15.42,46.07,363.86,0
2026-01-01 22:45:00,100.0,78.63,80.1,56.15,47.38,18.24,479.25,329.75,1
2026-01-01 22:50:00,93.47,56.1,57.51,155.76,16.16,15.31,173.38,553.37,0
2026-01-01 22:55:00,69.72,34.77,83.96,183.69,35.65,9.31,190.94,552.36,0
2026-01-01 23:00:00,46.74,70.22,90.54,5.0,54.17,9.11,439.34,442.28,0
2026-01-01 23:05:00,39.75,59.52,50.18,142.56,23.02,19.14,619.75,482.37,0
2026-01-01 23:10:00,85.82,60.08,20.0,153.19,37.81,13.09,295.24,164.18,0
2026-01-01 23:15:00,67.25,100.0,78.71,105.3,41.33,1.18,225.34,311.38,0
2026-01-01 23:20:00,71.6,40.53,56.53,84.45,12.98,0.0,248.98,605.57,0
2026-01-01 23:25:00,27.11,74.89,48.14,87.51,29.6,7.85,168.0,470.65,0
2026-01-01 23:30:00,80.55,50.09,52.58,101.93,14.49,0.0,185.95,130.7,0
2026-01-01 23:35:00,71.09,84.35,55.36,103.38,52.37,4.97,186.91,270.33,0
2026-01-01 23:40:00,39.79,73.37,82.76,93.01,16.84,9.92,413.93,581.14,0
2026-01-01 23:45:00,52.57,74.83,64.56,101.05,40.84,13.25,234.13,418.28,0
2026-01-01 23:50:00,67.27,50.99,82.54,185.49,7.2,7.01,494.68,377.28,0
2026-01-01 23:55:00,63.05,54.22,69.91,53.21,12.33,41.29,229.07,381.79,0
2026-01-02 00:00:00,56.16,84.69,57.05,23.8,11.36,0.0,183.93,337.47,0
2026-01-02 00:05:00,59.93,99.87,55.75,186.37,29.21,29.51,480.02,271.36,0
2026-01-02 00:10:00,56.96,76.65,70.99,109.44,38.61,13.05,253.88,224.96,0
2026-01-02 00:15:00,65.05,51.85,75.13,98.65,42.3,7.11,227.24,501.55,0
2026-01-02 00:20:00,91.43,74.1,77.95,113.88,0.0,22.05,256.04,385.63,0
2026-01-02 00:25:00,10.67,100.0,57.82,131.51,31.63,9.57,514.0,456.06,0
2026-01-02 00:30:00,57.26,69.84,64.8,91.18,19.99,5.32,305.09,432.0,0
